customer_id,age,gender,employment_type,annual_income,credit_score,credit_segment,income_segment,income_in_months
69,21,Female,Salaried,560000.0,851.0,Excellent,Medium,46666.666666666664
70,19,Male,Unemployed,767000.0,545.0,Poor,Medium,63916.666666666664
71,23,Male,Salaried,304000.0,484.0,Poor,Low,25333.333333333332
72,59,Male,Salaried,1218000.0,793.0,Excellent,High,101500.0
73,21,Female,Unemployed,1062000.0,899.0,Excellent,High,88500.0
74,46,Male,Salaried,601000.0,515.0,Poor,Medium,50083.333333333336
75,35,Female,Salaried,299000.0,781.0,Excellent,Low,24916.666666666668
76,43,Female,Unemployed,606000.0,521.0,Poor,Medium,50500.0
77,61,Female,Salaried,918000.0,783.0,Excellent,High,76500.0
78,51,Male,Unemployed,426000.0,821.0,Excellent,Medium,35500.0
79,27,Female,Salaried,1058000.0,637.0,Fair,High,88166.66666666667
80,53,Male,Salaried,723000.0,735.0,Excellent,Medium,60250.0
81,31,Female,Salaried,554000.0,461.0,Poor,Medium,46166.666666666664
82,48,Female,Unemployed,891000.0,821.0,Excellent,High,74250.0
83,65,Female,Self-Employed,358000.0,819.0,Excellent,Low,29833.333333333332
84,32,Other,Salaried,509000.0,756.0,Excellent,Medium,42416.666666666664
85,25,Female,Self-Employed,435000.0,744.0,Excellent,Medium,36250.0
86,31,Male,Salaried,117000.0,551.0,Poor,Low,9750.0
87,40,Male,Salaried,24000.0,370.0,Poor,Low,2000.0
88,57,Female,Salaried,332000.0,878.0,Excellent,Low,27666.666666666668
89,38,Female,Unemployed,381000.0,833.0,Excellent,Low,31750.0
90,33,Female,Salaried,798000.0,626.0,Fair,Medium,66500.0
91,62,Female,Unemployed,491000.0,602.0,Fair,Medium,40916.666666666664
92,35,Male,Self-Employed,791000.0,760.0,Excellent,Medium,65916.66666666667
93,64,Female,Salaried,113000.0,877.0,Excellent,Low,9416.666666666666
94,41,Female,Self-Employed,700000.0,602.0,Fair,Medium,58333.333333333336
95,43,Male,Self-Employed,601000.0,420.0,Poor,Medium,50083.333333333336
96,42,Male,Salaried,453000.0,520.0,Poor,Medium,37750.0
97,62,Female,Salaried,888000.0,311.0,Poor,High,74000.0
98,58,Female,Self-Employed,500000.0,870.0,Excellent,Medium,41666.666666666664
99,46,Female,Salaried,601000.0,707.0,Good,Medium,50083.333333333336
100,32,Male,Salaried,975000.0,453.0,Poor,High,81250.0
101,62,Male,Salaried,601000.0,597.0,Fair,Medium,50083.333333333336
102,18,Female,Self-Employed,1036000.0,849.0,Excellent,High,86333.33333333333
103,42,Female,Salaried,227000.0,602.0,Fair,Low,18916.666666666668
104,24,Male,Salaried,64000.0,649.0,Fair,Low,5333.333333333333
105,26,Female,Salaried,1053000.0,698.0,Good,High,87750.0
106,41,Female,Salaried,211000.0,704.0,Good,Low,17583.333333333332
107,18,Female,Salaried,598000.0,722.0,Excellent,Medium,49833.333333333336
108,61,Female,Unemployed,565000.0,465.0,Poor,Medium,47083.333333333336
109,25,Male,Salaried,402000.0,681.0,Good,Medium,33500.0
110,41,Female,Self-Employed,231000.0,380.0,Poor,Low,19250.0
111,28,Male,Unemployed,491000.0,766.0,Excellent,Medium,40916.666666666664
112,68,Female,Salaried,878000.0,310.0,Poor,High,73166.66666666667
113,34,Male,Self-Employed,428000.0,641.0,Fair,Medium,35666.666666666664
114,25,Female,Salaried,231000.0,493.0,Poor,Low,19250.0
115,52,Female,Salaried,627000.0,524.0,Poor,Medium,52250.0
116,52,Female,Self-Employed,6000.0,405.0,Poor,Low,500.0
117,50,Female,Unemployed,690000.0,614.0,Fair,Medium,57500.0
118,22,Male,Salaried,783000.0,367.0,Poor,Medium,65250.0
119,59,Female,Salaried,462000.0,456.0,Poor,Medium,38500.0
120,56,Male,Self-Employed,843000.0,530.0,Poor,High,70250.0
121,58,Male,Salaried,601000.0,685.0,Good,Medium,50083.333333333336
122,45,Male,Salaried,519000.0,639.0,Fair,Medium,43250.0
123,24,Female,Unemployed,290000.0,777.0,Excellent,Low,24166.666666666668
124,26,Female,Salaried,886000.0,319.0,Poor,High,73833.33333333333
125,25,Female,Salaried,457000.0,644.0,Fair,Medium,38083.333333333336
126,29,Female,Unemployed,521000.0,389.0,Poor,Medium,43416.666666666664
127,51,Female,Salaried,802000.0,602.0,Fair,High,66833.33333333333
128,50,Female,Unemployed,347000.0,364.0,Poor,Low,28916.666666666668
129,65,Female,Salaried,372000.0,773.0,Excellent,Low,31000.0
130,40,Male,Unemployed,604000.0,712.0,Good,Medium,50333.333333333336
131,41,Female,Unemployed,119000.0,340.0,Poor,Low,9916.666666666666
132,54,Female,Salaried,712000.0,629.0,Fair,Medium,59333.333333333336
133,52,Male,Unemployed,601000.0,757.0,Excellent,Medium,50083.333333333336
134,61,Male,Self-Employed,99000.0,449.0,Poor,Low,8250.0
135,57,Other,Salaried,601000.0,443.0,Poor,Medium,50083.333333333336
136,39,Male,Salaried,601000.0,427.0,Poor,Medium,50083.333333333336
137,44,Male,Salaried,479000.0,684.0,Good,Medium,39916.666666666664
138,52,Female,Unemployed,975000.0,741.0,Excellent,High,81250.0
139,18,Male,Salaried,1231000.0,602.0,Fair,High,102583.33333333333
140,52,Female,Salaried,346000.0,475.0,Poor,Low,28833.333333333332
141,54,Male,Self-Employed,344000.0,810.0,Excellent,Low,28666.666666666668
142,64,Male,Salaried,1029000.0,788.0,Excellent,High,85750.0
143,31,Female,Salaried,713000.0,569.0,Poor,Medium,59416.666666666664
144,20,Male,Salaried,1665000.0,644.0,Fair,High,138750.0
145,18,Female,Salaried,536000.0,497.0,Poor,Medium,44666.666666666664
146,22,Female,Salaried,895000.0,438.0,Poor,High,74583.33333333333
147,43,Female,Unemployed,1307000.0,381.0,Poor,High,108916.66666666667
148,31,Female,Self-Employed,231000.0,415.0,Poor,Low,19250.0
149,56,Male,Salaried,311000.0,719.0,Good,Low,25916.666666666668
150,44,Male,Salaried,726000.0,865.0,Excellent,Medium,60500.0
151,26,Male,Salaried,586000.0,666.0,Good,Medium,48833.333333333336
152,32,Male,Salaried,647000.0,843.0,Excellent,Medium,53916.666666666664
153,32,Female,Unemployed,371000.0,709.0,Good,Low,30916.666666666668
154,43,Male,Salaried,590000.0,871.0,Excellent,Medium,49166.666666666664
155,59,Female,Unemployed,490000.0,349.0,Poor,Medium,40833.333333333336
156,30,Male,Self-Employed,762000.0,565.0,Poor,Medium,63500.0
157,68,Female,Salaried,881000.0,470.0,Poor,High,73416.66666666667
158,49,Male,Unemployed,149000.0,418.0,Poor,Low,12416.666666666666
159,56,Male,Unemployed,980000.0,366.0,Poor,High,81666.66666666667
160,66,Female,Self-Employed,608000.0,530.0,Poor,Medium,50666.666666666664
161,69,Female,Salaried,884000.0,349.0,Poor,High,73666.66666666667
162,49,Female,Salaried,548000.0,639.0,Fair,Medium,45666.666666666664
163,21,Female,Self-Employed,926000.0,459.0,Poor,High,77166.66666666667
164,47,Female,Salaried,863000.0,343.0,Poor,High,71916.66666666667
165,54,Female,Self-Employed,724000.0,385.0,Poor,Medium,60333.333333333336
166,40,Male,Self-Employed,613000.0,495.0,Poor,Medium,51083.333333333336
167,56,Male,Self-Employed,756000.0,854.0,Excellent,Medium,63000.0
168,62,Female,Self-Employed,1179000.0,864.0,Excellent,High,98250.0
169,32,Male,Salaried,932000.0,590.0,Fair,High,77666.66666666667
170,60,Male,Salaried,797000.0,737.0,Excellent,Medium,66416.66666666667
171,46,Male,Salaried,435000.0,691.0,Good,Medium,36250.0
172,53,Male,Salaried,414000.0,661.0,Good,Medium,34500.0
173,30,Female,Salaried,377000.0,644.0,Fair,Low,31416.666666666668
174,49,Male,Salaried,230000.0,661.0,Good,Low,19166.666666666668
175,24,Male,Salaried,854000.0,683.0,Good,High,71166.66666666667
176,68,Male,Self-Employed,601000.0,728.0,Excellent,Medium,50083.333333333336
177,39,Female,Salaried,706000.0,451.0,Poor,Medium,58833.333333333336
178,45,Female,Salaried,114000.0,432.0,Poor,Low,9500.0
179,19,Male,Self-Employed,373000.0,417.0,Poor,Low,31083.333333333332
180,59,Female,Salaried,562000.0,763.0,Excellent,Medium,46833.333333333336
181,62,Male,Self-Employed,246000.0,732.0,Excellent,Low,20500.0
182,23,Female,Unemployed,250000.0,472.0,Poor,Low,20833.333333333332
183,45,Female,Salaried,312000.0,851.0,Excellent,Low,26000.0
184,45,Other,Salaried,752000.0,518.0,Poor,Medium,62666.666666666664
185,61,Male,Self-Employed,158000.0,584.0,Fair,Low,13166.666666666666
186,61,Male,Unemployed,549000.0,538.0,Poor,Medium,45750.0
187,37,Male,Salaried,1056000.0,592.0,Fair,High,88000.0
188,47,Male,Salaried,919000.0,849.0,Excellent,High,76583.33333333333
189,28,Male,Unemployed,937000.0,677.0,Good,High,78083.33333333333
190,45,Male,Salaried,495000.0,863.0,Excellent,Medium,41250.0
191,42,Male,Salaried,1184000.0,730.0,Excellent,High,98666.66666666667
192,56,Female,Salaried,429000.0,568.0,Poor,Medium,35750.0
193,50,Male,Salaried,735000.0,413.0,Poor,Medium,61250.0
194,18,Other,Self-Employed,758000.0,602.0,Fair,Medium,63166.666666666664
195,44,Female,Self-Employed,271000.0,811.0,Excellent,Low,22583.333333333332
196,69,Female,Salaried,601000.0,685.0,Good,Medium,50083.333333333336
197,30,Female,Salaried,864000.0,506.0,Poor,High,72000.0
198,58,Female,Self-Employed,323000.0,465.0,Poor,Low,26916.666666666668
199,20,Female,Salaried,572000.0,464.0,Poor,Medium,47666.666666666664
200,56,Male,Unemployed,720000.0,489.0,Poor,Medium,60000.0
201,23,Female,Salaried,593000.0,448.0,Poor,Medium,49416.666666666664
202,25,Female,Self-Employed,803000.0,351.0,Poor,High,66916.66666666667
203,44,Male,Self-Employed,740000.0,345.0,Poor,Medium,61666.666666666664
204,26,Male,Self-Employed,762000.0,872.0,Excellent,Medium,63500.0
205,54,Female,Unemployed,601000.0,804.0,Excellent,Medium,50083.333333333336
206,50,Female,Self-Employed,164000.0,798.0,Excellent,Low,13666.666666666666
207,68,Female,Self-Employed,608000.0,579.0,Fair,Medium,50666.666666666664
208,59,Male,Self-Employed,744000.0,567.0,Poor,Medium,62000.0
209,61,Female,Salaried,1288000.0,418.0,Poor,High,107333.33333333333
210,41,Male,Salaried,722000.0,559.0,Poor,Medium,60166.666666666664
211,32,Female,Salaried,547000.0,540.0,Poor,Medium,45583.333333333336
212,49,Male,Self-Employed,801000.0,367.0,Poor,High,66750.0
213,49,Female,Salaried,397000.0,734.0,Excellent,Low,33083.333333333336
214,41,Male,Self-Employed,1025000.0,621.0,Fair,High,85416.66666666667
215,58,Male,Salaried,574000.0,827.0,Excellent,Medium,47833.333333333336
216,69,Male,Self-Employed,530000.0,852.0,Excellent,Medium,44166.666666666664
217,66,Male,Salaried,168000.0,462.0,Poor,Low,14000.0
218,66,Female,Salaried,460000.0,504.0,Poor,Medium,38333.333333333336
219,69,Male,Salaried,601000.0,401.0,Poor,Medium,50083.333333333336
220,29,Male,Unemployed,1118000.0,570.0,Fair,High,93166.66666666667
221,56,Male,Salaried,480000.0,773.0,Excellent,Medium,40000.0
222,19,Female,Salaried,578000.0,788.0,Excellent,Medium,48166.666666666664
223,20,Male,Unemployed,809000.0,775.0,Excellent,High,67416.66666666667
224,66,Male,Salaried,351000.0,459.0,Poor,Low,29250.0
225,54,Female,Self-Employed,456000.0,782.0,Excellent,Medium,38000.0
226,66,Female,Unemployed,988000.0,602.0,Fair,High,82333.33333333333
227,34,Female,Self-Employed,147000.0,516.0,Poor,Low,12250.0
228,66,Female,Self-Employed,393000.0,346.0,Poor,Low,32750.0
229,19,Male,Salaried,601000.0,368.0,Poor,Medium,50083.333333333336
230,19,Female,Self-Employed,718000.0,464.0,Poor,Medium,59833.333333333336
231,45,Female,Salaried,1390000.0,602.0,Fair,High,115833.33333333333
232,40,Female,Unemployed,650000.0,468.0,Poor,Medium,54166.666666666664
233,54,Male,Self-Employed,421000.0,348.0,Poor,Medium,35083.333333333336
234,49,Female,Salaried,472000.0,763.0,Excellent,Medium,39333.333333333336
235,50,Male,Salaried,939000.0,553.0,Poor,High,78250.0
236,18,Female,Salaried,395000.0,309.0,Poor,Low,32916.666666666664
237,36,Male,Salaried,542000.0,677.0,Good,Medium,45166.666666666664
238,19,Male,Salaried,875000.0,324.0,Poor,High,72916.66666666667
239,61,Female,Salaried,508000.0,545.0,Poor,Medium,42333.333333333336
240,43,Male,Self-Employed,778000.0,513.0,Poor,Medium,64833.333333333336
241,49,Female,Salaried,601000.0,602.0,Fair,Medium,50083.333333333336
242,23,Female,Salaried,300000.0,598.0,Fair,Low,25000.0
243,49,Female,Salaried,435000.0,881.0,Excellent,Medium,36250.0
244,21,Male,Salaried,169000.0,375.0,Poor,Low,14083.333333333334
245,28,Other,Self-Employed,261000.0,463.0,Poor,Low,21750.0
246,34,Female,Self-Employed,407000.0,574.0,Fair,Medium,33916.666666666664
247,55,Male,Self-Employed,1235000.0,602.0,Fair,High,102916.66666666667
248,41,Female,Self-Employed,719000.0,680.0,Good,Medium,59916.666666666664
249,22,Male,Salaried,848000.0,602.0,Fair,High,70666.66666666667
250,69,Male,Self-Employed,803000.0,615.0,Fair,High,66916.66666666667
251,51,Female,Self-Employed,82000.0,630.0,Fair,Low,6833.333333333333
252,23,Female,Salaried,638000.0,446.0,Poor,Medium,53166.666666666664
253,39,Male,Salaried,443000.0,825.0,Excellent,Medium,36916.666666666664
254,28,Male,Salaried,125000.0,403.0,Poor,Low,10416.666666666666
255,65,Female,Salaried,737000.0,816.0,Excellent,Medium,61416.666666666664
256,33,Male,Salaried,49000.0,437.0,Poor,Low,4083.3333333333335
257,50,Male,Salaried,595000.0,437.0,Poor,Medium,49583.333333333336
258,26,Male,Salaried,509000.0,848.0,Excellent,Medium,42416.666666666664
259,23,Male,Salaried,334000.0,342.0,Poor,Low,27833.333333333332
260,33,Female,Salaried,889000.0,826.0,Excellent,High,74083.33333333333
261,46,Male,Salaried,542000.0,818.0,Excellent,Medium,45166.666666666664
262,20,Female,Self-Employed,667000.0,500.0,Poor,Medium,55583.333333333336
263,37,Male,Salaried,804000.0,845.0,Excellent,High,67000.0
264,53,Other,Unemployed,845000.0,602.0,Fair,High,70416.66666666667
265,36,Male,Unemployed,634000.0,565.0,Poor,Medium,52833.333333333336
266,43,Female,Self-Employed,331000.0,323.0,Poor,Low,27583.333333333332
267,20,Female,Salaried,570000.0,899.0,Excellent,Medium,47500.0
268,36,Female,Unemployed,828000.0,891.0,Excellent,High,69000.0
269,37,Male,Salaried,417000.0,699.0,Good,Medium,34750.0
270,49,Female,Salaried,601000.0,436.0,Poor,Medium,50083.333333333336
271,24,Male,Self-Employed,407000.0,650.0,Good,Medium,33916.666666666664
272,69,Female,Salaried,845000.0,730.0,Excellent,High,70416.66666666667
273,58,Male,Salaried,575000.0,747.0,Excellent,Medium,47916.666666666664
274,50,Male,Self-Employed,282000.0,602.0,Fair,Low,23500.0
275,57,Male,Salaried,1382000.0,602.0,Fair,High,115166.66666666667
276,56,Female,Salaried,642000.0,656.0,Good,Medium,53500.0
277,35,Female,Salaried,154000.0,394.0,Poor,Low,12833.333333333334
278,57,Male,Self-Employed,322000.0,602.0,Fair,Low,26833.333333333332
279,18,Female,Salaried,1009000.0,412.0,Poor,High,84083.33333333333
280,28,Other,Self-Employed,849000.0,596.0,Fair,High,70750.0
281,45,Female,Salaried,965000.0,300.0,Poor,High,80416.66666666667
282,42,Female,Unemployed,498000.0,346.0,Poor,Medium,41500.0
283,67,Female,Salaried,839000.0,549.0,Poor,High,69916.66666666667
284,40,Female,Unemployed,518000.0,428.0,Poor,Medium,43166.666666666664
285,48,Male,Salaried,705000.0,863.0,Excellent,Medium,58750.0
286,47,Female,Salaried,213000.0,500.0,Poor,Low,17750.0
287,59,Male,Salaried,520000.0,754.0,Excellent,Medium,43333.333333333336
288,52,Female,Unemployed,168000.0,493.0,Poor,Low,14000.0
289,24,Other,Salaried,567000.0,515.0,Poor,Medium,47250.0
290,33,Male,Salaried,601000.0,534.0,Poor,Medium,50083.333333333336
291,43,Male,Salaried,659000.0,418.0,Poor,Medium,54916.666666666664
292,65,Male,Self-Employed,266000.0,730.0,Excellent,Low,22166.666666666668
293,69,Male,Self-Employed,601000.0,358.0,Poor,Medium,50083.333333333336
294,66,Female,Self-Employed,1538000.0,327.0,Poor,High,128166.66666666667
295,19,Female,Unemployed,543000.0,667.0,Good,Medium,45250.0
296,18,Male,Salaried,417000.0,410.0,Poor,Medium,34750.0
297,65,Female,Salaried,633000.0,850.0,Excellent,Medium,52750.0
298,29,Male,Self-Employed,309000.0,371.0,Poor,Low,25750.0
299,22,Other,Self-Employed,481000.0,648.0,Fair,Medium,40083.333333333336
300,54,Male,Salaried,580000.0,852.0,Excellent,Medium,48333.333333333336
301,49,Female,Unemployed,601000.0,828.0,Excellent,Medium,50083.333333333336
302,26,Male,Salaried,918000.0,767.0,Excellent,High,76500.0
303,58,Male,Self-Employed,601000.0,504.0,Poor,Medium,50083.333333333336
304,52,Female,Salaried,256000.0,713.0,Good,Low,21333.333333333332
305,36,Male,Salaried,35000.0,529.0,Poor,Low,2916.6666666666665
306,65,Female,Unemployed,901000.0,375.0,Poor,High,75083.33333333333
307,33,Female,Salaried,416000.0,824.0,Excellent,Medium,34666.666666666664
308,20,Female,Unemployed,687000.0,486.0,Poor,Medium,57250.0
309,37,Female,Salaried,1051000.0,870.0,Excellent,High,87583.33333333333
310,41,Male,Self-Employed,601000.0,800.0,Excellent,Medium,50083.333333333336
311,50,Female,Self-Employed,135000.0,572.0,Fair,Low,11250.0
312,41,Female,Salaried,698000.0,666.0,Good,Medium,58166.666666666664
313,69,Male,Unemployed,526000.0,323.0,Poor,Medium,43833.333333333336
314,28,Female,Salaried,179000.0,505.0,Poor,Low,14916.666666666666
315,66,Female,Self-Employed,890000.0,672.0,Good,High,74166.66666666667
316,25,Female,Unemployed,704000.0,606.0,Fair,Medium,58666.666666666664
317,53,Male,Salaried,1172000.0,742.0,Excellent,High,97666.66666666667
318,55,Female,Salaried,610000.0,536.0,Poor,Medium,50833.333333333336
319,57,Male,Salaried,386000.0,832.0,Excellent,Low,32166.666666666668
320,37,Female,Salaried,707000.0,546.0,Poor,Medium,58916.666666666664
321,52,Female,Salaried,514000.0,481.0,Poor,Medium,42833.333333333336
322,65,Male,Unemployed,987000.0,602.0,Fair,High,82250.0
323,42,Female,Salaried,631000.0,650.0,Good,Medium,52583.333333333336
324,52,Female,Salaried,405000.0,378.0,Poor,Medium,33750.0
325,42,Female,Unemployed,660000.0,653.0,Good,Medium,55000.0
326,46,Male,Salaried,695000.0,545.0,Poor,Medium,57916.666666666664
327,35,Female,Self-Employed,667000.0,776.0,Excellent,Medium,55583.333333333336
328,63,Female,Salaried,515000.0,843.0,Excellent,Medium,42916.666666666664
329,35,Female,Self-Employed,628000.0,884.0,Excellent,Medium,52333.333333333336
330,19,Male,Salaried,431000.0,300.0,Poor,Medium,35916.666666666664
331,52,Male,Self-Employed,673000.0,676.0,Good,Medium,56083.333333333336
332,33,Female,Unemployed,324000.0,674.0,Good,Low,27000.0
333,58,Male,Salaried,601000.0,573.0,Fair,Medium,50083.333333333336
334,53,Other,Salaried,1189000.0,602.0,Fair,High,99083.33333333333
335,50,Male,Salaried,444000.0,603.0,Fair,Medium,37000.0
336,21,Male,Salaried,601000.0,884.0,Excellent,Medium,50083.333333333336
337,50,Female,Salaried,113000.0,653.0,Good,Low,9416.666666666666
338,31,Female,Salaried,496000.0,395.0,Poor,Medium,41333.333333333336
339,38,Male,Salaried,867000.0,302.0,Poor,High,72250.0
340,65,Female,Salaried,717000.0,691.0,Good,Medium,59750.0
341,37,Female,Salaried,108000.0,586.0,Fair,Low,9000.0
342,25,Female,Salaried,406000.0,684.0,Good,Medium,33833.333333333336
343,24,Male,Unemployed,881000.0,756.0,Excellent,High,73416.66666666667
344,20,Female,Self-Employed,601000.0,758.0,Excellent,Medium,50083.333333333336
345,34,Female,Salaried,750000.0,434.0,Poor,Medium,62500.0
346,50,Male,Salaried,675000.0,687.0,Good,Medium,56250.0
347,65,Female,Salaried,108000.0,602.0,Fair,Low,9000.0
348,29,Male,Salaried,814000.0,672.0,Good,High,67833.33333333333
349,68,Female,Salaried,831000.0,629.0,Fair,High,69250.0
350,39,Female,Unemployed,573000.0,518.0,Poor,Medium,47750.0
351,39,Male,Self-Employed,681000.0,446.0,Poor,Medium,56750.0
352,63,Male,Salaried,381000.0,658.0,Good,Low,31750.0
353,47,Female,Salaried,522000.0,495.0,Poor,Medium,43500.0
354,55,Male,Self-Employed,662000.0,474.0,Poor,Medium,55166.666666666664
355,55,Female,Self-Employed,911000.0,618.0,Fair,High,75916.66666666667
356,62,Male,Self-Employed,738000.0,751.0,Excellent,Medium,61500.0
357,68,Male,Self-Employed,601000.0,751.0,Excellent,Medium,50083.333333333336
358,25,Male,Self-Employed,504000.0,738.0,Excellent,Medium,42000.0
359,44,Male,Salaried,601000.0,508.0,Poor,Medium,50083.333333333336
360,44,Male,Salaried,601000.0,836.0,Excellent,Medium,50083.333333333336
361,51,Female,Salaried,594000.0,656.0,Good,Medium,49500.0
362,38,Female,Salaried,196000.0,603.0,Fair,Low,16333.333333333334
363,47,Male,Unemployed,338000.0,374.0,Poor,Low,28166.666666666668
364,50,Female,Salaried,1120000.0,800.0,Excellent,High,93333.33333333333
365,45,Female,Unemployed,732000.0,511.0,Poor,Medium,61000.0
366,64,Male,Salaried,756000.0,602.0,Fair,Medium,63000.0
367,50,Female,Unemployed,736000.0,602.0,Fair,Medium,61333.333333333336
368,22,Female,Salaried,707000.0,424.0,Poor,Medium,58916.666666666664
369,65,Male,Salaried,644000.0,614.0,Fair,Medium,53666.666666666664
370,36,Male,Salaried,956000.0,635.0,Fair,High,79666.66666666667
371,21,Female,Salaried,754000.0,640.0,Fair,Medium,62833.333333333336
372,52,Female,Salaried,81000.0,425.0,Poor,Low,6750.0
373,66,Male,Self-Employed,391000.0,434.0,Poor,Low,32583.333333333332
374,34,Male,Salaried,421000.0,424.0,Poor,Medium,35083.333333333336
375,61,Female,Unemployed,1310000.0,601.0,Fair,High,109166.66666666667
376,45,Male,Self-Employed,635000.0,795.0,Excellent,Medium,52916.666666666664
377,47,Male,Salaried,1009000.0,586.0,Fair,High,84083.33333333333
378,46,Male,Self-Employed,535000.0,502.0,Poor,Medium,44583.333333333336
379,63,Female,Salaried,702000.0,880.0,Excellent,Medium,58500.0
380,23,Female,Self-Employed,618000.0,749.0,Excellent,Medium,51500.0
381,52,Female,Self-Employed,444000.0,365.0,Poor,Medium,37000.0
382,58,Female,Salaried,326000.0,578.0,Fair,Low,27166.666666666668
383,54,Male,Self-Employed,600000.0,444.0,Poor,Medium,50000.0
