loan_id,months_paid,default_flag,recovered_amount,loan_amount,loan_term_months,loss_amount,interest_earned
211,10,0,300000.0,300000,6,0.0,300000.0
212,2,1,36137.2,500000,18,463862.8,36137.2
213,23,0,220244.09,300000,36,0.0,220244.09
214,7,0,100000.0,100000,6,0.0,100000.0
215,8,1,30270.49,50000,6,19729.51,30270.49
216,15,0,50000.0,50000,12,0.0,50000.0
217,14,0,193215.54,200000,18,0.0,193215.54
218,13,0,300000.0,300000,12,0.0,300000.0
219,20,0,67338.8,100000,36,0.0,67338.8
220,8,0,58995.52,100000,18,0.0,58995.52
221,33,0,300000.0,300000,36,0.0,300000.0
222,24,0,50000.0,50000,18,0.0,50000.0
223,14,1,328232.86,500000,24,171767.14,328232.86
224,2,1,36261.33,300000,18,263738.67,36261.33
225,16,0,500000.0,500000,18,0.0,500000.0
226,9,0,94290.03,100000,12,0.0,94290.03
227,29,0,300000.0,300000,24,0.0,300000.0
228,4,0,121270.0,300000,12,0.0,121270.0
229,4,1,5395.23,50000,36,44604.770000000004,5395.23
230,3,0,8311.26,50000,24,0.0,8311.26
231,11,0,300000.0,300000,12,0.0,300000.0
232,12,0,75866.64,100000,18,0.0,75866.64
233,20,0,300000.0,300000,18,0.0,300000.0
234,20,0,500000.0,500000,18,0.0,500000.0
235,2,0,132940.0,300000,6,0.0,132940.0
236,7,0,49447.23,100000,18,0.0,49447.23
237,12,0,50000.0,50000,6,0.0,50000.0
238,10,0,34069.4,50000,18,0.0,34069.4
239,10,0,50000.0,50000,6,0.0,50000.0
240,11,0,200000.0,200000,12,0.0,200000.0
241,14,0,500000.0,500000,12,0.0,500000.0
242,11,0,29019.32,50000,24,0.0,29019.32
243,8,0,27542.24,100000,36,0.0,27542.24
244,29,0,300000.0,300000,24,0.0,300000.0
245,17,0,47306.07,50000,24,0.0,47306.07
246,30,0,500000.0,500000,24,0.0,500000.0
247,19,0,471754.23,500000,24,0.0,471754.23
248,14,0,300000.0,300000,12,0.0,300000.0
249,21,0,300000.0,300000,24,0.0,300000.0
251,26,1,123170.24,300000,36,176829.76,123170.24
252,11,0,30673.94,50000,24,0.0,30673.94
253,4,0,87080.0,200000,12,0.0,87080.0
254,15,0,200000.0,200000,12,0.0,200000.0
255,6,0,100000.0,100000,6,0.0,100000.0
256,24,0,300000.0,300000,18,0.0,300000.0
257,4,1,11153.86,50000,18,38846.14,11153.86
258,37,0,100000.0,100000,36,0.0,100000.0
259,22,0,200000.0,200000,18,0.0,200000.0
260,23,0,200000.0,200000,24,0.0,200000.0
261,14,0,200000.0,200000,18,0.0,200000.0
262,13,0,300000.0,300000,12,0.0,300000.0
263,9,1,18745.81,100000,24,81254.19,18745.81
265,13,0,261841.71,300000,18,0.0,261841.71
266,1,0,19100.0,200000,12,0.0,19100.0
267,23,0,425563.94,500000,36,0.0,425563.94
268,11,0,500000.0,500000,6,0.0,500000.0
269,12,0,267660.0,300000,18,0.0,267660.0
270,3,0,28837.5,50000,6,0.0,28837.5
271,1,0,28697.5,300000,12,0.0,28697.5
272,6,0,40443.36,100000,18,0.0,40443.36
273,18,0,500000.0,500000,12,0.0,500000.0
274,33,0,50000.0,50000,36,0.0,50000.0
275,9,0,112789.98,200000,18,0.0,112789.98
276,11,0,247151.63,300000,18,0.0,247151.63
277,3,1,14107.01,200000,18,185892.99,14107.01
278,4,0,155413.32,200000,6,0.0,155413.32
279,6,0,171300.0,300000,12,0.0,171300.0
280,7,0,500000.0,500000,6,0.0,500000.0
281,28,0,100000.0,100000,36,0.0,100000.0
282,11,1,214667.28,500000,12,285332.72,214667.28
283,6,0,59944.98,100000,12,0.0,59944.98
284,8,0,373566.64,500000,12,0.0,373566.64
285,18,0,500000.0,500000,12,0.0,500000.0
286,8,0,25591.12,50000,18,0.0,25591.12
287,3,0,63065.01,100000,6,0.0,63065.01
288,10,0,23966.7,50000,24,0.0,23966.7
289,9,0,30857.49,50000,18,0.0,30857.49
290,5,0,25593.75,50000,12,0.0,25593.75
291,3,0,5393.76,50000,36,0.0,5393.76
292,27,0,50000.0,50000,24,0.0,50000.0
293,24,0,300000.0,300000,24,0.0,300000.0
294,11,0,300000.0,300000,6,0.0,300000.0
295,22,0,100000.0,100000,18,0.0,100000.0
296,1,1,25470.02,500000,18,474529.98,25470.02
297,22,0,500000.0,500000,24,0.0,500000.0
298,4,0,228760.0,300000,6,0.0,228760.0
299,3,0,161625.0,500000,12,0.0,161625.0
300,13,0,66045.46,100000,24,0.0,66045.46
301,2,0,6638.88,50000,18,0.0,6638.88
302,11,1,64510.83,200000,24,135489.16999999998,64510.83
303,5,0,47600.0,50000,6,0.0,47600.0
304,25,0,182611.0,200000,36,0.0,182611.0
305,4,0,418266.68,500000,6,0.0,418266.68
306,10,1,300000.0,300000,6,0.0,300000.0
307,3,0,298749.99,500000,6,0.0,298749.99
308,8,0,38570.0,100000,24,0.0,38570.0
309,7,0,11705.54,50000,36,0.0,11705.54
310,19,0,199151.73,200000,24,0.0,199151.73
312,17,0,200000.0,200000,18,0.0,200000.0
314,8,0,500000.0,500000,6,0.0,500000.0
315,1,0,1586.11,50000,36,0.0,1586.11
316,14,0,300000.0,300000,12,0.0,300000.0
317,15,0,108866.7,200000,36,0.0,108866.7
319,3,0,47958.75,300000,24,0.0,47958.75
320,29,1,254628.83,300000,36,45371.17000000001,254628.83
321,32,0,300000.0,300000,36,0.0,300000.0
322,2,0,18848.34,200000,24,0.0,18848.34
323,5,0,15580.55,50000,18,0.0,15580.55
324,8,0,57928.88,100000,18,0.0,57928.88
325,24,0,50000.0,50000,24,0.0,50000.0
326,9,0,280755.0,300000,12,0.0,280755.0
327,1,0,37910.0,200000,6,0.0,37910.0
328,22,0,300000.0,300000,18,0.0,300000.0
329,6,0,152137.5,500000,24,0.0,152137.5
330,16,0,300000.0,300000,18,0.0,300000.0
331,20,0,500000.0,500000,18,0.0,500000.0
332,24,0,39280.08,50000,36,0.0,39280.08
333,4,1,11101.37,50000,18,38898.63,11101.37
334,17,0,100000.0,100000,12,0.0,100000.0
335,12,1,31827.37,50000,12,18172.63,31827.37
336,8,0,160573.36,200000,12,0.0,160573.36
337,3,1,10154.67,100000,12,89845.33,10154.67
338,18,1,32073.49,50000,24,17926.51,32073.49
339,24,0,500000.0,500000,24,0.0,500000.0
340,5,0,88493.05,500000,36,0.0,88493.05
341,11,1,150410.32,200000,6,49589.67999999999,150410.32
342,35,0,200000.0,200000,36,0.0,200000.0
343,12,0,284450.04,500000,24,0.0,284450.04
344,9,0,30212.46,50000,18,0.0,30212.46
345,6,0,10563.36,50000,36,0.0,10563.36
346,2,0,208833.34,500000,6,0.0,208833.34
347,16,0,500000.0,500000,18,0.0,500000.0
348,3,1,222760.99,500000,6,277239.01,222760.99
349,5,1,200000.0,200000,6,0.0,200000.0
350,8,0,37646.64,100000,24,0.0,37646.64
351,10,1,184558.48,500000,12,315441.52,184558.48
352,8,0,107822.24,200000,18,0.0,107822.24
353,17,1,48798.88,50000,18,1201.1200000000026,48798.88
354,13,0,33959.77,50000,24,0.0,33959.77
355,7,0,258533.31,500000,18,0.0,258533.31
356,11,0,81888.84,100000,18,0.0,81888.84
357,3,0,172635.0,300000,6,0.0,172635.0
358,12,0,254880.0,300000,18,0.0,254880.0
359,3,0,71400.0,500000,24,0.0,71400.0
360,3,0,15087.51,50000,12,0.0,15087.51
361,10,0,112283.3,200000,24,0.0,112283.3
362,10,0,96433.35,100000,18,0.0,96433.35
363,1,0,1724.72,50000,36,0.0,1724.72
364,8,0,250911.12,500000,18,0.0,250911.12
365,17,0,407822.86,500000,24,0.0,407822.86
366,28,0,100000.0,100000,36,0.0,100000.0
367,1,0,21551.67,100000,6,0.0,21551.67
368,2,0,7515.0,100000,36,0.0,7515.0
369,4,1,101311.35,300000,12,198688.65,101311.35
370,3,0,100275.0,300000,12,0.0,100275.0
371,21,0,500000.0,500000,24,0.0,500000.0
372,26,1,300000.0,300000,24,0.0,300000.0
373,11,1,60059.2,100000,12,39940.8,60059.2
374,22,0,50000.0,50000,18,0.0,50000.0
375,11,0,19719.04,50000,36,0.0,19719.04
376,18,0,200000.0,200000,12,0.0,200000.0
377,2,0,72212.49,500000,24,0.0,72212.49
378,19,0,100000.0,100000,18,0.0,100000.0
379,35,0,300000.0,300000,36,0.0,300000.0
380,4,0,90580.0,300000,18,0.0,90580.0
381,20,0,200000.0,200000,18,0.0,200000.0
382,19,0,89395.0,100000,24,0.0,89395.0
383,11,0,59679.62,100000,24,0.0,59679.62
384,2,0,22290.0,50000,6,0.0,22290.0
385,39,0,100000.0,100000,36,0.0,100000.0
386,18,0,50000.0,50000,12,0.0,50000.0
387,40,0,50000.0,50000,36,0.0,50000.0
388,21,0,50000.0,50000,24,0.0,50000.0
389,16,1,13637.94,50000,36,36362.06,13637.94
390,3,0,59495.01,100000,6,0.0,59495.01
391,8,0,83800.0,100000,12,0.0,83800.0
392,15,0,50000.0,50000,18,0.0,50000.0
393,12,0,208433.28,500000,36,0.0,208433.28
394,8,1,300000.0,300000,6,0.0,300000.0
395,8,1,140242.04,200000,6,59757.95999999999,140242.04
396,4,0,40093.32,50000,6,0.0,40093.32
397,7,1,79295.08,200000,18,120704.92,79295.08
398,7,0,38479.56,100000,24,0.0,38479.56
399,1,0,31790.0,300000,12,0.0,31790.0
401,3,0,9964.17,50000,18,0.0,9964.17
402,7,0,500000.0,500000,6,0.0,500000.0
403,11,1,100000.0,100000,6,0.0,100000.0
404,5,0,65866.65,200000,18,0.0,65866.65
405,23,0,300000.0,300000,24,0.0,300000.0
406,1,1,1852.98,100000,24,98147.02,1852.98
407,12,0,500000.0,500000,6,0.0,500000.0
408,7,0,50000.0,50000,12,0.0,50000.0
409,18,0,200000.0,200000,18,0.0,200000.0
410,29,0,200000.0,200000,24,0.0,200000.0
411,7,0,300000.0,300000,6,0.0,300000.0
412,4,0,42253.32,200000,24,0.0,42253.32
413,1,1,2029.24,50000,24,47970.76,2029.24
414,11,1,100000.0,100000,12,0.0,100000.0
415,10,0,300000.0,300000,6,0.0,300000.0
417,4,0,89846.68,300000,18,0.0,89846.68
418,41,0,50000.0,50000,36,0.0,50000.0
419,10,1,141431.17,200000,12,58568.82999999999,141431.17
420,5,0,13506.25,50000,24,0.0,13506.25
421,8,0,382766.64,500000,18,0.0,382766.64
422,7,0,52853.92,100000,18,0.0,52853.92
423,3,0,87600.0,300000,12,0.0,87600.0
424,27,0,300000.0,300000,24,0.0,300000.0
425,9,0,200000.0,200000,6,0.0,200000.0
426,14,0,200000.0,200000,12,0.0,200000.0
427,29,0,100000.0,100000,36,0.0,100000.0
428,9,0,98257.5,100000,12,0.0,98257.5
429,33,0,50000.0,50000,36,0.0,50000.0
430,3,0,287775.0,500000,6,0.0,287775.0
431,6,1,89403.91,300000,24,210596.09,89403.91
432,4,0,263520.0,300000,6,0.0,263520.0
433,17,0,180511.61,200000,24,0.0,180511.61
434,8,0,133633.36,500000,36,0.0,133633.36
435,7,1,54689.67,100000,12,45310.33,54689.67
436,16,1,26130.5,50000,36,23869.5,26130.5
437,10,0,96575.0,100000,12,0.0,96575.0
438,3,0,333699.99,500000,6,0.0,333699.99
439,6,0,197650.02,500000,18,0.0,197650.02
440,16,0,50000.0,50000,12,0.0,50000.0
441,38,0,500000.0,500000,36,0.0,500000.0
443,40,0,50000.0,50000,36,0.0,50000.0
444,23,0,100000.0,100000,24,0.0,100000.0
445,3,0,5164.59,50000,36,0.0,5164.59
446,25,0,200000.0,200000,24,0.0,200000.0
447,6,0,32132.52,50000,12,0.0,32132.52
448,9,0,184725.0,300000,18,0.0,184725.0
449,10,1,121428.25,200000,18,78571.75,121428.25
450,13,0,200000.0,200000,12,0.0,200000.0
451,13,1,334961.11,500000,18,165038.89,334961.11
452,5,0,24670.85,50000,12,0.0,24670.85
453,27,0,50000.0,50000,24,0.0,50000.0
454,17,0,300000.0,300000,12,0.0,300000.0
455,2,0,107758.34,500000,12,0.0,107758.34
456,9,1,128891.9,300000,24,171108.1,128891.9
457,10,0,200000.0,200000,6,0.0,200000.0
458,11,0,500000.0,500000,12,0.0,500000.0
459,10,1,75273.12,200000,18,124726.88,75273.12
460,2,1,40867.55,300000,6,259132.45,40867.55
461,6,0,115210.02,300000,18,0.0,115210.02
462,3,1,30517.3,300000,24,269482.7,30517.3
463,23,0,372695.91,500000,36,0.0,372695.91
464,21,0,217175.07,300000,36,0.0,217175.07
465,3,0,320825.01,500000,6,0.0,320825.01
466,1,1,1912.16,50000,18,48087.84,1912.16
467,13,0,200000.0,200000,12,0.0,200000.0
469,10,0,300000.0,300000,12,0.0,300000.0
470,28,0,448583.24,500000,36,0.0,448583.24
471,20,0,300000.0,300000,18,0.0,300000.0
472,15,0,274750.05,500000,36,0.0,274750.05
473,10,0,500000.0,500000,6,0.0,500000.0
474,30,0,50000.0,50000,36,0.0,50000.0
475,22,1,32529.36,50000,18,17470.64,32529.36
476,12,0,500000.0,500000,6,0.0,500000.0
477,5,0,17302.8,100000,36,0.0,17302.8
479,29,0,50000.0,50000,24,0.0,50000.0
480,8,0,81273.36,100000,12,0.0,81273.36
481,3,0,335225.01,500000,6,0.0,335225.01
482,6,0,194966.64,500000,18,0.0,194966.64
483,23,0,300000.0,300000,18,0.0,300000.0
484,21,0,300000.0,300000,18,0.0,300000.0
485,15,0,200000.0,200000,12,0.0,200000.0
486,5,0,104491.65,200000,12,0.0,104491.65
487,17,1,188998.85,200000,12,11001.149999999994,188998.85
488,24,0,300000.0,300000,18,0.0,300000.0
489,33,0,200000.0,200000,36,0.0,200000.0
490,23,0,300000.0,300000,24,0.0,300000.0
491,23,1,100000.0,100000,18,0.0,100000.0
492,1,0,2506.46,50000,24,0.0,2506.46
493,3,0,29285.01,300000,36,0.0,29285.01
494,1,0,53629.17,500000,12,0.0,53629.17
495,3,0,294350.01,500000,6,0.0,294350.01
496,11,0,500000.0,500000,12,0.0,500000.0
497,22,0,300000.0,300000,24,0.0,300000.0
498,39,0,100000.0,100000,36,0.0,100000.0
499,17,0,86253.75,100000,24,0.0,86253.75
500,1,0,7230.0,100000,18,0.0,7230.0
501,2,0,22298.34,50000,6,0.0,22298.34
502,10,1,86282.89,100000,6,13717.11,86282.89
503,9,1,46429.95,100000,12,53570.05,46429.95
504,29,0,50000.0,50000,24,0.0,50000.0
505,15,0,100000.0,100000,18,0.0,100000.0
506,16,0,26480.0,50000,36,0.0,26480.0
507,25,0,165041.75,200000,36,0.0,165041.75
508,25,0,100000.0,100000,24,0.0,100000.0
509,15,0,37481.25,50000,24,0.0,37481.25
510,13,0,81134.43,100000,18,0.0,81134.43
511,5,0,267062.5,500000,12,0.0,267062.5
512,1,0,10987.5,300000,36,0.0,10987.5
513,15,0,300000.0,300000,12,0.0,300000.0
515,1,0,21681.67,300000,18,0.0,21681.67
516,23,0,500000.0,500000,18,0.0,500000.0
517,4,1,4650.71,50000,24,45349.29,4650.71
518,18,0,300000.0,300000,18,0.0,300000.0
519,9,0,181230.03,200000,12,0.0,181230.03
520,21,1,100000.0,100000,24,0.0,100000.0
521,32,0,500000.0,500000,36,0.0,500000.0
522,12,0,500000.0,500000,12,0.0,500000.0
523,4,0,443200.0,500000,6,0.0,443200.0
524,6,0,500000.0,500000,6,0.0,500000.0
525,12,0,28369.98,50000,36,0.0,28369.98
526,5,0,52391.65,100000,12,0.0,52391.65
527,14,1,376825.91,500000,12,123174.09000000003,376825.91
528,39,0,300000.0,300000,36,0.0,300000.0
529,5,0,8533.35,50000,36,0.0,8533.35
530,24,0,500000.0,500000,24,0.0,500000.0
531,9,0,97020.0,200000,24,0.0,97020.0
532,16,0,28866.72,50000,36,0.0,28866.72
533,1,0,60135.0,300000,6,0.0,60135.0
534,12,0,50000.0,50000,6,0.0,50000.0
535,4,1,37394.6,300000,24,262605.4,37394.6
536,22,0,100000.0,100000,24,0.0,100000.0
537,20,0,300000.0,300000,24,0.0,300000.0
538,22,0,500000.0,500000,18,0.0,500000.0
539,13,0,500000.0,500000,12,0.0,500000.0
540,8,0,100000.0,100000,6,0.0,100000.0
541,41,0,300000.0,300000,36,0.0,300000.0
542,12,0,300000.0,300000,12,0.0,300000.0
544,8,0,500000.0,500000,6,0.0,500000.0
545,6,0,50000.0,50000,6,0.0,50000.0
546,5,0,49112.5,50000,6,0.0,49112.5
547,3,0,62475.0,100000,6,0.0,62475.0
548,3,0,19603.32,200000,36,0.0,19603.32
549,11,1,276987.15,500000,18,223012.84999999998,276987.15
550,5,0,18841.65,100000,36,0.0,18841.65
551,27,0,177900.03,200000,36,0.0,177900.03
552,10,1,37457.75,100000,24,62542.25,37457.75
553,7,0,19735.66,50000,24,0.0,19735.66
554,11,0,117984.13,200000,24,0.0,117984.13
555,34,0,300000.0,300000,36,0.0,300000.0
556,16,0,100000.0,100000,12,0.0,100000.0
557,14,0,36604.12,50000,24,0.0,36604.12
558,12,0,80880.0,100000,18,0.0,80880.0
559,5,0,18629.15,50000,18,0.0,18629.15
560,6,1,33163.69,100000,24,66836.31,33163.69
561,5,0,500000.0,500000,6,0.0,500000.0
562,39,0,500000.0,500000,36,0.0,500000.0
563,12,0,88580.04,100000,18,0.0,88580.04
564,1,1,3155.92,50000,12,46844.08,3155.92
565,29,1,50000.0,50000,24,0.0,50000.0
566,21,0,500000.0,500000,24,0.0,500000.0
567,10,1,212795.99,500000,18,287204.01,212795.99
